Factura;Dia;Fecha;DiaVence;FechaVence;Cliente;Producto;Cantidad;Moneda;Total;Almacén;Vendedor;TotalUSD;Impuesto;ImpuestoUSD;Tipo de cambio;Ganacia;GananciaUSD
FA 516284;16;feb-17;16;abr-17;910;323;96;colones;196,032.00;2;-1;0;24,464.79;0;0;27,168.65;0
FA 516284;16;feb-17;16;abr-17;910;326;180;colones;149,400.00;2;-1;0;18,645.12;0;0;24,079.38;0
FA 516342;16;feb-17;16;mar-17;278;382;12;colones;21,617.16;1;-1;0;0;0;0;4,377.29;0
FA 516349;16;feb-17;16;mar-17;1237;303;3;colones;796.5;1;-1;0;103.55;0;0;1.577.600;0
FA 516365;16;feb-17;16;mar-17;1418;348;24;colones;29,070.00;1;-1;0;3,779.10;0;0;2,393.00;0
FA 516373;16;feb-17;18;mar-17;447;340;12;colones;2,652.00;1;-1;0;0;0;0;1,491.14;0
FA 516381;16;feb-17;16;mar-17;3120;400;12;colones;122,892.00;1;-1;0;0;0;0;21,225.10;0
FA 516408;16;feb-17;16;mar-17;133;348;6;colones;7,650.00;1;-1;0;994.5;0;0;9.807.500;0
FA 516469;17;feb-17;2;mar-17;2349;341;385;colones;85,085.00;1;-1;0;0;0;0;54,134.56;0
FA 516504;17;feb-17;17;mar-17;127;308;2;colones;16,590.00;1;-1;0;2,156.70;0;0;7,549.52;0
FA 516504;17;feb-17;17;mar-17;127;309;2;colones;23,590.00;1;-1;0;3,066.70;0;0;10,616.40;0
FA 516530;17;feb-17;17;mar-17;3182;309;1;colones;11,795.00;1;-1;0;1,533.35;0;0;5,308.20;0
FA 516538;17;feb-17;17;mar-17;499;348;6;colones;7,650.00;1;-1;0;994.5;0;0;9.807.500;0
FA 516559;17;feb-17;17;mar-17;3625;368;2;colones;40,256.92;1;-1;0;5,233.40;0;0;6,843.68;0
FA 516568;17;feb-17;17;mar-17;3625;368;2;colones;19,600.00;1;5;0;2,548.00;0;0;-13,813.24;0
FA 516732;18;feb-17;18;feb-17;3124;329;12;colones;12,300.00;1;-1;0;0;0;0;5,353.61;0
FA 516767;18;feb-17;2;abr-17;1117;336;240;colones;238,800.00;1;-1;0;0;0;0;76,836.22;0
FA 516767;18;feb-17;2;abr-17;1117;334;168;colones;149,520.00;1;-1;0;0;0;0;35,430.75;0
FA 516767;18;feb-17;2;abr-17;1117;325;240;colones;234,000.00;1;-1;0;0;0;0;42,045.50;0
FA 516767;18;feb-17;2;abr-17;1117;328;196;colones;213,640.00;1;-1;0;0;0;0;34,855.82;0
FA 516767;18;feb-17;2;abr-17;1117;345;400;colones;50,000.00;1;-1;0;0;0;0;16,769.71;0
FA 516767;18;feb-17;2;abr-17;1117;344;400;colones;48,000.00;1;-1;0;0;0;0;14,186.19;0
FA 516767;18;feb-17;2;abr-17;1117;340;200;colones;25,800.00;1;-1;0;0;0;0;6,452.27;0
FA 516767;18;feb-17;2;abr-17;1117;316;40;colones;76,572.00;1;-1;0;0;0;0;23,239.22;0
FA 516767;18;feb-17;2;abr-17;1117;341;400;colones;64,800.00;1;-1;0;0;0;0;32,643.70;0
FA 516785;18;feb-17;18;mar-17;1722;329;12;colones;12,300.00;1;-1;0;0;0;0;5,353.61;0
FA 516826;20;feb-17;20;mar-17;1351;348;100;colones;127,500.00;1;-1;0;16,575.00;0;0;16,345.82;0
FA 516831;20;feb-17;20;may-17;367;313;4;colones;52,000.00;1;-1;0;6,760.00;0;0;19,768.25;0
FA 516860;20;feb-17;20;abr-17;910;341;30;colones;5,411.10;2;-1;0;0;0;0;2,793.02;0
FA 516876;20;feb-17;20;mar-17;1618;359;3;colones;6,963.00;1;-1;0;0;0;0;1,008.46;0
FA 516884;20;feb-17;20;abr-17;910;326;1,380.00;colones;1,145,400.00;2;-1;0;142,945.92;0;0;184,608.56;0
FA 516884;20;feb-17;20;abr-17;910;323;112;colones;228,704.00;2;-1;0;28,542.26;0;0;31,696.76;0
FA 516937;20;feb-17;20;may-17;395;376;4;colones;19,816.80;1;-1;0;0;0;0;3,962.26;0
FA 516981;20;feb-17;20;may-17;3023;379;4;colones;21,486.60;1;-1;0;0;0;0;4,298.05;0
FA 516981;20;feb-17;20;may-17;3023;382;6;colones;10,808.58;1;-1;0;0;0;0;2,188.65;0
FA 516995;20;feb-17;20;mar-17;1738;314;2;colones;3,800.00;1;-1;0;494;0;0;9.279.600;0
FA 516997;20;feb-17;20;mar-17;508;340;6;colones;1,326.00;1;-1;0;0;0;0;7.455.700;0
FA 517017;20;feb-17;20;mar-17;929;329;12;colones;12,300.00;1;-1;0;0;0;0;5,353.61;0
FA 517017;20;feb-17;20;mar-17;929;321;12;colones;11,160.00;1;-1;0;0;0;0;4,826.00;0
FA 517022;20;feb-17;21;abr-17;2465;345;8;colones;1,768.00;1;-1;0;0;0;0;1,103.39;0
FA 517022;20;feb-17;21;abr-17;2465;336;6;colones;8,748.00;1;-1;0;0;0;0;4,698.91;0
FA 517022;20;feb-17;21;abr-17;2465;344;10;colones;2,040.00;1;-1;0;0;0;0;1,194.65;0
FA 517022;20;feb-17;21;abr-17;2465;355;1;colones;4,670.00;1;-1;0;0;0;0;5.561.600;0
FA 517022;20;feb-17;21;abr-17;2465;382;1;colones;1,801.43;1;-1;0;0;0;0;3.647.700;0
FA 517041;20;feb-17;20;mar-17;384;329;18;colones;18,450.00;1;-1;0;0;0;0;8,030.41;0
FA 517046;20;feb-17;22;mar-17;642;329;12;colones;12,300.00;1;-1;0;0;0;0;5,353.61;0
FA 517123;21;feb-17;21;mar-17;640;356;1;colones;10,296.00;1;-1;0;0;0;0;7.207.300;0
FA 517160;21;feb-17;22;abr-17;661;379;4;colones;21,486.60;1;-1;0;0;0;0;4,298.05;0
FA 517190;21;feb-17;22;abr-17;361;308;2;colones;15,760.50;1;-1;0;2,048.86;0;0;6,720.02;0
FA 517251;21;feb-17;21;feb-17;1242;322;6;colones;6,270.00;1;-1;0;0;0;0;1,239.21;0
FA 517267;21;feb-17;6;mar-17;2045;309;1;colones;11,795.00;1;-1;0;1,533.35;0;0;5,308.20;0
FA 517267;21;feb-17;6;mar-17;2045;344;12;colones;2,448.00;1;-1;0;0;0;0;1,433.59;0
FA 517267;21;feb-17;6;mar-17;2045;308;1;colones;8,295.00;1;-1;0;1,078.35;0;0;3,774.76;0
FA 517382;22;feb-17;22;mar-17;856;321;12;colones;11,160.00;1;-1;0;0;0;0;4,826.00;0
FA 517382;22;feb-17;22;mar-17;856;324;12;colones;15,708.00;1;-1;0;0;0;0;5,208.26;0
FA 517382;22;feb-17;22;mar-17;856;329;12;colones;12,300.00;1;-1;0;0;0;0;5,353.61;0
FA 517462;22;feb-17;24;mar-17;2138;344;4;colones;816;1;-1;0;0;0;0;4.778.600;0
FA 517464;22;feb-17;22;mar-17;3275;387;9;colones;24,300.00;1;-1;0;3,159.00;0;0;10,609.65;0
FA 517465;22;feb-17;24;mar-17;3178;305;4;colones;1,180.00;1;-1;0;153.4;0;0;2.535.700;0
FA 517465;22;feb-17;24;mar-17;3178;303;4;colones;1,180.00;1;-1;0;153.4;0;0;3.283.500;0
FA 517465;22;feb-17;24;mar-17;3178;304;4;colones;1,180.00;1;-1;0;153.4;0;0;3.224.500;0
FA 517465;22;feb-17;24;mar-17;3178;310;1;colones;5,800.00;1;-1;0;754;0;0;2,024.96;0
FA 517465;22;feb-17;24;mar-17;3178;309;1;colones;11,795.00;1;-1;0;1,533.35;0;0;5,308.20;0
FA 517465;22;feb-17;24;mar-17;3178;308;1;colones;8,295.00;1;-1;0;1,078.35;0;0;3,774.76;0
FA 517465;22;feb-17;24;mar-17;3178;301;4;colones;980;1;-1;0;127.4;0;0;3.444.600;0
FA 517472;22;feb-17;7;mar-17;1191;336;24;colones;34,992.00;1;-1;0;0;0;0;18,795.62;0
FA 517490;22;feb-17;24;mar-17;1330;388;1;colones;5,352.00;1;-1;0;695.76;0;0;1,987.17;0
FA 517551;22;feb-17;22;mar-17;1422;348;12;colones;15,303.60;1;-1;0;1,989.47;0;0;1,965.10;0
FA 517551;22;feb-17;22;mar-17;1422;321;12;colones;11,394.00;1;-1;0;0;0;0;5,059.99;0
FA 517551;22;feb-17;22;mar-17;1422;340;12;colones;2,646.00;1;-1;0;0;0;0;1,485.14;0
FA 517551;22;feb-17;22;mar-17;1422;341;8;colones;1,771.20;1;-1;0;0;0;0;1,128.07;0
FA 517560;22;feb-17;22;mar-17;117;382;15;colones;27,021.45;1;-1;0;0;0;0;5,471.62;0
FA 517568;22;feb-17;22;feb-17;2205;343;12;colones;3,306.00;1;-1;0;0;0;0;1,763.42;0
FA 517568;22;feb-17;22;feb-17;2205;345;12;colones;2,519.40;1;-1;0;0;0;0;1,522.49;0
FA 517626;22;feb-17;24;mar-17;2329;382;12;colones;21,617.16;1;-1;0;0;0;0;4,377.29;0
FA 517700;23;feb-17;23;mar-17;482;314;3;colones;5,700.00;1;-1;0;741;0;0;1,391.94;0
FA 517700;23;feb-17;23;mar-17;482;382;6;colones;10,808.58;1;-1;0;0;0;0;2,188.65;0
FA 517709;23;feb-17;23;mar-17;1260;384;15;colones;33,600.00;1;-1;0;0;0;0;8,934.70;0
FA 517714;23;feb-17;23;mar-17;627;376;6;colones;29,725.20;1;-1;0;0;0;0;5,943.38;0
FA 517747;23;feb-17;23;mar-17;2019;321;12;colones;11,160.00;1;-1;0;0;0;0;4,826.00;0
FA 517763;23;feb-17;23;mar-17;1431;379;4;colones;21,486.60;1;-1;0;0;0;0;4,298.05;0
FA 517814;23;feb-17;23;abr-17;910;326;2,100.00;colones;1,743,000.00;2;-1;0;217,526.39;0;0;280,926.07;0
FA 517814;23;feb-17;23;abr-17;910;323;736;colones;1,502,912.00;2;-1;0;187,563.42;0;0;208,293.00;0
FA 517833;23;feb-17;23;mar-17;1337;309;1;colones;6,486.80;1;-1;0;843.28;0;0;0;0
FA 517888;23;feb-17;25;mar-17;3157;322;12;colones;13,200.00;1;-1;0;0;0;0;3,138.43;0
FA 517888;23;feb-17;25;mar-17;3157;382;6;colones;10,808.58;1;-1;0;0;0;0;2,188.65;0
FA 517888;23;feb-17;25;mar-17;3157;327;12;colones;15,000.00;1;-1;0;0;0;0;4,994.44;0
FA 517906;23;feb-17;8;mar-17;1084;314;6;colones;10,830.00;1;-1;0;1,407.90;0;0;2,213.89;0
FA 518092;24;feb-17;24;mar-17;21;359;10;colones;23,210.00;1;-1;0;0;0;0;3,409.73;0
FA 518108;24;feb-17;24;abr-17;910;323;96;colones;196,032.00;2;-1;0;24,464.80;0;0;27,168.65;0
FA 518108;24;feb-17;24;abr-17;910;326;180;colones;149,400.00;2;-1;0;18,645.12;0;0;24,079.38;0
FA 518120;24;feb-17;24;mar-17;786;359;24;colones;53,808.00;1;-1;0;0;0;0;6,287.34;0
FA 518127;24;feb-17;26;mar-17;2375;321;50;colones;44,175.00;1;-1;0;0;0;0;17,783.31;0
FA 518131;24;feb-17;24;mar-17;1611;379;10;colones;45,000.00;1;-1;0;0;0;0;2,028.63;0
FA 518135;24;feb-17;24;mar-17;883;320;18;colones;20,610.00;1;-1;0;0;0;0;7,198.38;0
FA 518135;24;feb-17;24;mar-17;883;329;18;colones;18,450.00;1;-1;0;0;0;0;8,030.41;0
FA 518235;25;feb-17;25;mar-17;133;348;12;colones;15,300.00;1;-1;0;1,989.00;0;0;1,961.50;0
FA 518292;27;feb-17;27;abr-17;910;321;12,000.00;colones;8,278,200.00;2;-1;0;0;0;0;1,613,066.40;0
FA 518292;27;feb-17;27;abr-17;910;329;12,000.00;colones;10,140,000.00;2;-1;0;0;0;0;2,788,006.80;0
FA 518292;27;feb-17;27;abr-17;910;326;1,500.00;colones;1,245,000.00;2;-1;0;155,376.00;0;0;200,661.48;0
FA 518295;27;feb-17;27;abr-17;910;321;720;colones;496,692.00;2;-1;0;0;0;0;96,783.98;0
FA 518295;27;feb-17;27;abr-17;910;329;600;colones;507,000.00;2;-1;0;0;0;0;139,400.34;0
FA 518333;27;feb-17;27;abr-17;910;321;12,000.00;colones;8,278,200.00;2;-1;0;1,033,119.36;0;0;1,613,066.40;0
FA 518333;27;feb-17;27;abr-17;910;326;1,500.00;colones;1,245,000.00;2;-1;0;155,376.00;0;0;200,661.48;0
FA 518333;27;feb-17;27;abr-17;910;329;12,000.00;colones;10,140,000.00;2;-1;0;1,265,472.00;0;0;2,788,006.80;0
FA 518334;27;feb-17;27;abr-17;910;321;720;colones;496,692.00;2;-1;0;61,987.16;0;0;96,783.98;0
FA 518334;27;feb-17;27;abr-17;910;329;600;colones;507,000.00;2;-1;0;63,273.60;0;0;139,400.34;0
FA 518363;27;feb-17;27;may-17;1473;329;12;colones;12,300.00;1;-1;0;0;0;0;5,353.61;0
FA 518363;27;feb-17;27;may-17;1473;321;12;colones;11,160.00;1;-1;0;0;0;0;4,826.00;0
FA 518363;27;feb-17;27;may-17;1473;326;1;colones;995;1;-1;0;129.35;0;0;4.588.100;0
FA 518363;27;feb-17;27;may-17;1473;348;12;colones;15,300.00;1;-1;0;1,989.00;0;0;1,961.50;0
FA 518375;27;feb-17;29;mar-17;201;388;24;colones;128,448.00;1;-1;0;16,698.24;0;0;47,692.18;0
FA 518404;27;feb-17;27;feb-17;3169;384;4;colones;7,506.41;1;-1;0;0;0;0;9.290.000;0
FA 518411;27;feb-17;28;abr-17;377;344;6;colones;1,162.80;1;-1;0;0;0;0;6.555.900;0
FA 518411;27;feb-17;28;abr-17;377;339;6;colones;923.4;1;-1;0;0;0;0;3.526.800;0
FA 518420;27;feb-17;27;mar-17;1026;321;5;colones;4,650.00;1;-1;0;0;0;0;2,010.83;0
FA 518420;27;feb-17;27;mar-17;1026;329;12;colones;12,300.00;1;-1;0;0;0;0;5,353.61;0
FA 518467;27;feb-17;27;mar-17;1074;341;8;colones;1,768.00;1;-1;0;0;0;0;1,124.87;0
FA 518482;27;feb-17;12;mar-17;3039;329;10;colones;10,250.00;1;-1;0;0;0;0;4,461.34;0
FA 518488;28;feb-17;28;abr-17;910;301;1;colones;245;1;-1;0;31.85;0;0;861.2;0
FA 518488;28;feb-17;28;abr-17;910;305;1;colones;295;1;-1;0;38.35;0;0;633.9;0
FA 518528;28;feb-17;30;mar-17;80;329;6;colones;6,150.00;1;-1;0;0;0;0;2,676.80;0
FA 518531;28;feb-17;28;abr-17;369;341;6;colones;1,326.00;1;-1;0;0;0;0;8.436.600;0
FA 518531;28;feb-17;28;abr-17;369;324;10;colones;13,090.00;1;-1;0;0;0;0;4,340.22;0
FA 518560;28;feb-17;28;mar-17;1698;302;12;colones;2,940.00;1;-1;0;382.2;0;0;1,109.35;0
FA 518626;28;feb-17;28;mar-17;856;376;6;colones;29,725.20;1;-1;0;0;0;0;5,943.38;0
FA 518626;28;feb-17;28;mar-17;856;379;3;colones;16,114.95;1;-1;0;0;0;0;3,223.54;0
FA 518626;28;feb-17;28;mar-17;856;387;6;colones;32,118.00;1;-1;0;4,175.35;0;0;24,806.72;0
FA 518653;28;feb-17;28;feb-17;1242;348;12;colones;14,535.00;1;-1;0;1,889.55;0;0;1,196.50;0
FA 518711;28;feb-17;28;feb-17;3337;376;2;colones;9,908.50;1;-1;0;0;0;0;1,981.23;0
FA 518711;28;feb-17;28;feb-17;3337;379;2;colones;10,744.50;1;-1;0;0;0;0;2,150.23;0
FA 518802;28;feb-17;29;abr-17;361;379;225;colones;1,208,475.00;1;-1;0;0;0;0;241,619.17;0
FA 518842;1;mar-17;1;mar-17;2710;377;8;colones;99,944.00;1;-1;0;0;0;0;9,998.32;0
FA 518877;1;mar-17;1;abr-17;575;371;12;colones;47,316.00;1;-1;0;6,151.08;0;0;6,778.78;0
FA 518962;1;mar-17;1;may-17;3691;329;4,740.00;colones;4,005,300.00;2;-1;0;499,861.44;0;0;1,101,262.68;0
FA 518963;1;mar-17;1;may-17;3691;348;960;colones;1,627,200.00;2;-1;0;203,074.56;0;0;495,031.87;0
FA 518963;1;mar-17;1;may-17;3691;341;120;colones;21,644.40;2;-1;0;2,701.22;0;0;11,172.07;0
FA 519042;2;mar-17;2;abr-17;1136;360;1;colones;3,020.00;1;-1;0;0;0;0;6.113.000;0
FA 519042;2;mar-17;2;abr-17;1136;399;1;colones;3,091.90;1;-1;0;0;0;0;5.256.200;0
FA 519046;2;mar-17;2;abr-17;183;336;6;colones;8,748.00;1;-1;0;0;0;0;4,653.32;0
FA 519228;2;mar-17;2;abr-17;2019;324;24;colones;31,416.00;1;-1;0;0;0;0;10,416.52;0
FA 519330;2;mar-17;1;may-17;946;376;10;colones;49,542.00;1;-1;0;0;0;0;9,905.64;0
FA 519336;2;mar-17;1;abr-17;1577;329;3;colones;3,075.00;1;-1;0;0;0;0;1,338.40;0
FA 519336;2;mar-17;1;abr-17;1577;321;3;colones;2,790.00;1;-1;0;0;0;0;1,206.50;0
FA 519358;2;mar-17;2;abr-17;285;344;50;colones;10,750.00;1;-1;0;0;0;0;6,523.27;0
FA 519380;2;mar-17;18;mar-17;3157;327;12;colones;15,000.00;1;-1;0;0;0;0;4,994.44;0
FA 519393;3;mar-17;3;mar-17;3206;389;4;colones;33,558.12;1;-1;0;4,362.56;0;0;8,480.15;0
FA 519646;3;mar-17;2;abr-17;1132;376;2;colones;9,908.40;1;-1;0;0;0;0;1,981.13;0
FA 519646;3;mar-17;2;abr-17;1132;379;2;colones;10,743.30;1;-1;0;0;0;0;2,149.03;0
FA 519650;3;mar-17;3;abr-17;1549;329;4;colones;4,100.00;1;-1;0;0;0;0;1,784.54;0
FA 519696;3;mar-17;2;abr-17;1892;376;12;colones;59,450.40;1;-1;0;0;0;0;11,886.77;0
FA 519702;3;mar-17;2;may-17;184;382;12;colones;21,360.00;1;-1;0;0;0;0;4,713.10;0
FA 519768;6;mar-17;6;may-17;3691;329;4,740.00;colones;4,005,300.00;2;-1;0;499,861.44;0;0;1,101,262.68;0
FA 519801;6;mar-17;6;abr-17;1418;348;24;colones;29,070.00;1;-1;0;3,779.10;0;0;2,393.00;0
FA 519862;6;mar-17;5;abr-17;593;309;1;colones;10,717.00;1;-1;0;1,393.21;0;0;4,230.20;0
FA 519880;6;mar-17;5;abr-17;80;321;6;colones;5,580.00;1;-1;0;0;0;0;2,413.00;0
FA 519905;6;mar-17;6;abr-17;1026;321;6;colones;5,580.00;1;-1;0;0;0;0;2,413.00;0
FA 519905;6;mar-17;6;abr-17;1026;329;6;colones;6,150.00;1;-1;0;0;0;0;2,676.80;0
FA 519940;6;mar-17;5;abr-17;642;329;10;colones;10,250.00;1;-1;0;0;0;0;4,461.34;0
FA 520010;6;mar-17;5;abr-17;3512;301;12;colones;2,940.00;1;-1;0;382.2;0;0;1,033.38;0
FA 520032;7;mar-17;6;abr-17;3487;341;20;colones;4,420.00;1;-1;0;0;0;0;2,812.19;0
FA 520054;7;mar-17;7;abr-17;2355;377;6;colones;76,590.00;1;-1;0;0;0;0;9,130.74;0
FA 520060;7;mar-17;7;abr-17;1275;340;25;colones;4,972.50;1;-1;0;0;0;0;2,554.03;0
FA 520060;7;mar-17;7;abr-17;1275;341;18;colones;3,580.20;1;-1;0;0;0;0;2,133.16;0
FA 520061;7;mar-17;6;abr-17;3457;382;2;colones;3,602.86;1;-1;0;0;0;0;8.283.800;0
FA 520061;7;mar-17;6;abr-17;3457;382;8;colones;14,411.44;1;-1;0;0;0;0;3,313.51;0
FA 520095;7;mar-17;7;abr-17;994;348;12;colones;14,535.00;1;-1;0;1,889.55;0;0;1,196.50;0
FA 520095;7;mar-17;7;abr-17;994;321;24;colones;21,204.00;1;-1;0;0;0;0;8,535.99;0
FA 520095;7;mar-17;7;abr-17;994;329;24;colones;23,370.00;1;-1;0;0;0;0;9,477.21;0
FA 63;7;mar-17;7;mar-17;3203;308;3;colones;24,885.00;1;10;0;3,235.05;0;0;11,324.29;0
FA 63;7;mar-17;7;mar-17;3203;309;3;colones;35,385.00;1;10;0;4,600.05;0;0;15,924.61;0
FA 520103;7;mar-17;7;abr-17;1471;310;1;colones;5,800.00;1;-1;0;754;0;0;2,024.96;0
FA 520130;7;mar-17;7;abr-17;34;382;12;colones;21,617.16;1;-1;0;0;0;0;4,970.26;0
FA 520130;7;mar-17;7;abr-17;34;336;12;colones;17,496.00;1;-1;0;0;0;0;9,306.64;0
FA 520180;7;mar-17;5;jun-17;283;305;12;colones;2,832.00;1;-1;0;368.16;0;0;527;0
FA 520196;7;mar-17;7;abr-17;3367;339;24;colones;3,888.00;1;-1;0;0;0;0;1,605.14;0
FA 520203;7;mar-17;7;abr-17;1296;379;1;colones;5,371.65;1;-1;0;0;0;0;1,074.51;0
FA 520203;7;mar-17;7;abr-17;1296;376;1;colones;4,954.20;1;-1;0;0;0;0;9.905.600;0
FA 520206;7;mar-17;7;mar-17;1242;322;6;colones;6,270.00;1;-1;0;0;0;0;1,239.21;0
FA 520233;7;mar-17;6;may-17;2465;376;3;colones;14,119.47;1;-1;0;0;0;0;2,228.56;0
FA 520233;7;mar-17;6;may-17;2465;308;3;colones;23,640.75;1;-1;0;3,073.29;0;0;10,080.04;0
FA 520271;7;mar-17;17;may-17;957;309;1;colones;11,795.00;1;-1;0;1,533.35;0;0;5,308.20;0
FA 520311;7;mar-17;7;mar-17;3138;314;1;colones;1,900.00;1;-1;0;247;0;0;4.639.800;0
FA 520350;8;mar-17;23;mar-17;1586;329;15;colones;15,375.00;1;-1;0;0;0;0;6,692.01;0
FA 520357;8;mar-17;8;abr-17;2332;322;24;colones;26,400.00;1;-1;0;0;0;0;6,276.86;0
FA 520397;8;mar-17;8;abr-17;3275;387;50;colones;135,000.00;1;-1;0;17,550.00;0;0;74,072.66;0
FA 520482;8;mar-17;7;abr-17;2007;336;5;colones;7,290.00;1;-1;0;0;0;0;3,877.77;0
FA 520488;8;mar-17;8;abr-17;627;382;6;colones;10,808.58;1;-1;0;0;0;0;2,485.13;0
FA 520488;8;mar-17;8;abr-17;627;356;1;colones;11,265.00;1;-1;0;0;0;0;1,689.73;0
FA 520504;8;mar-17;8;abr-17;1558;367;24;colones;36,132.24;1;-1;0;0;0;0;6,142.44;0
FA 520525;8;mar-17;8;abr-17;2331;309;2;colones;23,590.00;1;-1;0;3,066.70;0;0;10,616.40;0
FA 520642;9;mar-17;9;mar-17;3084;329;4;colones;4,100.00;1;-1;0;0;0;0;1,784.54;0
FA 520642;9;mar-17;9;mar-17;3084;321;4;colones;3,720.00;1;-1;0;0;0;0;1,608.66;0
FA 520653;9;mar-17;9;abr-17;828;329;12;colones;12,300.60;1;-1;0;0;0;0;5,354.21;0
FA 520669;9;mar-17;8;abr-17;1631;348;24;colones;30,600.00;1;-1;0;3,978.00;0;0;3,923.00;0
FA 520676;9;mar-17;9;abr-17;597;329;12;colones;12,300.00;1;-1;0;0;0;0;5,353.61;0
FA 520704;9;mar-17;9;abr-17;3369;333;6;colones;15,144.00;1;-1;0;0;0;0;7,697.12;0
FA 520726;9;mar-17;9;abr-17;282;382;6;colones;10,808.58;1;-1;0;0;0;0;2,485.13;0
FA 520756;9;mar-17;9;jun-17;570;308;1;colones;7,714.35;1;-1;0;1,002.87;0;0;3,194.11;0
FA 520763;9;mar-17;9;abr-17;3369;329;24;colones;24,600.00;1;-1;0;0;0;0;10,707.21;0
FA 520763;9;mar-17;9;abr-17;3369;321;24;colones;22,320.00;1;-1;0;0;0;0;9,651.99;0
FA 520860;10;mar-17;10;abr-17;207;348;24;colones;30,600.00;1;-1;0;3,978.00;0;0;3,923.00;0
FA 520885;10;mar-17;10;may-17;3691;348;624;colones;1,057,680.00;2;-1;0;131,998.46;0;0;321,770.72;0
FA 520888;10;mar-17;10;may-17;3691;321;12,000.00;colones;8,278,200.00;2;-1;0;1,033,119.36;0;0;1,613,066.40;0
FA 520901;10;mar-17;10;abr-17;350;303;50;colones;14,012.50;1;-1;0;1,821.63;0;0;3,366.90;0
FA 520921;10;mar-17;9;abr-17;3618;314;3;colones;5,700.00;1;-1;0;741;0;0;1,391.95;0
FA 520921;10;mar-17;9;abr-17;3618;303;20;colones;5,900.00;1;-1;0;767;0;0;1,641.76;0
FA 520950;10;mar-17;10;abr-17;3275;387;100;colones;270,000.00;1;-1;0;35,100.00;0;0;150,908.23;0
FA 520967;10;mar-17;10;abr-17;2994;336;12;colones;9,600.00;1;-1;0;0;0;0;1,410.64;0
FA 520967;10;mar-17;10;abr-17;2994;314;8;colones;20,919.04;1;-1;0;2,719.48;0;0;9,430.89;0
FA 520968;10;mar-17;25;mar-17;2140;309;2;colones;23,590.00;1;-1;0;3,066.70;0;0;10,616.41;0
FA 520990;10;mar-17;9;abr-17;3493;356;1;colones;11,265.00;1;-1;0;0;0;0;1,689.73;0
FA 521003;10;mar-17;10;abr-17;1918;309;1;colones;11,795.00;1;-1;0;1,533.35;0;0;5,308.20;0
FA 521066;10;mar-17;10;abr-17;278;371;6;colones;25,050.00;1;-1;0;3,256.50;0;0;4,781.39;0
FA 521103;10;mar-17;10;mar-17;3482;338;50;colones;3,400.00;1;-1;0;0;0;0;1,593.49;0
FA 521107;10;mar-17;9;may-17;377;309;2;colones;22,410.50;1;-1;0;2,913.37;0;0;9,436.91;0
FA 521168;11;mar-17;10;abr-17;629;329;24;colones;24,600.00;1;-1;0;0;0;0;10,707.21;0
FA 521168;11;mar-17;10;abr-17;629;348;24;colones;30,600.00;1;-1;0;3,978.00;0;0;3,923.00;0
FA 521168;11;mar-17;10;abr-17;629;321;24;colones;22,320.00;1;-1;0;0;0;0;9,651.99;0
FA 521222;13;mar-17;12;abr-17;572;382;30;colones;54,042.90;1;-1;0;0;0;0;12,425.66;0
FA 521274;13;mar-17;13;abr-17;1422;340;18;colones;3,969.00;1;-1;0;0;0;0;2,227.70;0
FA 521274;13;mar-17;13;abr-17;1422;321;12;colones;11,394.00;1;-1;0;0;0;0;5,060.00;0
FA 521274;13;mar-17;13;abr-17;1422;345;12;colones;2,970.00;1;-1;0;0;0;0;1,973.09;0
FA 521274;13;mar-17;13;abr-17;1422;341;12;colones;2,656.80;1;-1;0;0;0;0;1,692.11;0
FA 521274;13;mar-17;13;abr-17;1422;348;12;colones;15,303.60;1;-1;0;1,989.47;0;0;1,965.10;0
FA 521349;13;mar-17;12;abr-17;642;329;8;colones;8,200.00;1;-1;0;0;0;0;3,569.07;0
FA 521373;13;mar-17;13;abr-17;786;389;3;colones;23,346.00;1;-1;0;3,034.98;0;0;4,537.52;0
FA 521474;14;mar-17;14;abr-17;3015;314;8;colones;20,919.04;1;-1;0;2,719.48;0;0;9,430.89;0
FA 521474;14;mar-17;14;abr-17;3015;336;12;colones;39,373.56;1;-1;0;0;0;0;31,184.20;0
FA 521499;14;mar-17;14;abr-17;1074;345;15;colones;3,315.00;1;-1;0;0;0;0;2,068.86;0
FA 521504;14;mar-17;14;abr-17;3659;379;1;colones;5,371.65;1;-1;0;0;0;0;1,074.51;0
FA 521526;14;mar-17;14;abr-17;3275;387;100;colones;270,000.00;1;-1;0;35,100.00;0;0;154,031.50;0
FA 521548;14;mar-17;13;abr-17;1970;348;12;colones;15,300.00;1;-1;0;1,989.00;0;0;1,961.50;0
FA 521564;14;mar-17;14;abr-17;994;316;12;colones;24,247.80;1;-1;0;0;0;0;8,247.97;0
FA 521605;14;mar-17;14;may-17;165;314;2;colones;3,800.00;1;-1;0;494;0;0;9.279.600;0
FA 521626;14;mar-17;14;abr-17;505;336;6;colones;8,748.00;1;-1;0;0;0;0;4,653.32;0
FA 521689;14;mar-17;13;abr-17;3605;338;150;colones;10,200.00;1;-1;0;0;0;0;4,780.48;0
FA 521780;15;mar-17;15;may-17;3691;348;624;colones;1,057,680.00;2;33;0;132,685.96;0;0;327,059.12;0
FA 521781;15;mar-17;15;may-17;369;330;12;colones;52,320.00;1;-1;0;0;0;0;18,308.17;0
