Factura	Fecha_Anno	Fecha_Mes	Fecha_Dia	FechaV_Anno	FechaV_Mes	FechaV_Dia	Cliente	Item	Cantidad	Moneda	Precio	Total	Almacen	Vendedor	TotalUSB	Impuesto	ImpuestoUSB	TipoCambio	Ganacia	GanaciaUSB
635025	2018	8	30	2018	9	30	C4268	287	18	CRC	340	6120	1	-1	10,65	795,60000000000002	1,3799999999999999	1	1132,51	19700
504413	2016	12	12	2017	1	12	C0413	295	6	CRC	996,84000000000003	5981,04	1	-1	10,73	777,53999999999996	1,3899999999999999	1	1016,8	18300
504875	2016	12	14	2017	1	14	C1443	293	6	CRC	921,13	5526,7799999999997	1	-1	9,9100000000000001	718,49000000000001	1,3	1	9395500	16800
504875	2016	12	14	2017	1	14	C1443	295	4	CRC	996,84000000000003	3987,3600000000001	1	-1	7,1500000000000004	518,36000000000001	0,93000000000000005	1	6778600	12200
504958	2016	12	14	2017	2	14	C0369	293	3	CRC	921,13	2763,3899999999999	1	-1	4,96	359,24000000000001	0,64000000000000001	1	4697700	0,84999999999999998
506408	2016	12	21	2017	2	21	C0369	293	6	CRC	921,13	5526,7799999999997	1	-1	9,8900000000000006	718,48000000000002	1,29	1	9395500	16800
507268	2017	1	3	2017	2	3	C3182	293	5	CRC	731	3655	1	-1	6,5099999999999998	475,14999999999998	0,84999999999999998	1	-732900	-0,13
507268	2017	1	3	2017	2	3	C3182	295	5	CRC	731	3655	1	-1	6,5099999999999998	475,14999999999998	0,84999999999999998	1	-25000	-0,01
507440	2017	1	3	2017	2	3	C1763	293	2	CRC	921,13	1842,26	1	-1	3,2799999999999998	239,49000000000001	0,42999999999999999	1	3509400	0,62
507545	2017	1	4	2016	12	27	C0712	295	1	CRC	996,84000000000003	996,84000000000003	1	-1	1,78	129,59	0,23000000000000001	1	2653400	0,47999999999999998
512346	2017	1	27	2017	2	27	C1337	295	1	CRC	827,38	827,38	1	50	1,47	107,56	0,19	1	1035000	0,17999999999999999
510079	2017	1	17	2017	3	17	C0369	293	6	CRC	921,13	5526,7799999999997	1	-1	9,8599999999999994	718,48000000000002	1,28	1	-3532200	-0,63
514460	2017	2	8	2017	3	8	C0856	293	8	CRC	921,13	7369,04	1	-1	13,02	957,98000000000002	1,6899999999999999	1	1517,1300000000001	26800
514460	2017	2	8	2017	3	8	C0856	295	8	CRC	996,84000000000003	7974,7200000000003	1	-1	14,09	1036,71	1,8300000000000001	1	2183,6900000000001	38600
514525	2017	2	8	2017	3	8	C1337	295	1	CRC	827,37	827,37	1	-1	1,46	107,56	0,19	1	1034900	0,17999999999999999
515305	2017	2	11	2017	3	13	C1878	295	6	CRC	996,84000000000003	5981,04	1	-1	10,56	777,53999999999996	1,3700000000000001	1	1637,77	28900
515518	2017	2	13	2017	3	13	C1701	295	2	CRC	996,84000000000003	1993,6800000000001	1	-1	3,52	259,18000000000001	0,46000000000000002	1	5459200	0,95999999999999996
515664	2017	2	14	2017	2	14	C2985	293	1	CRC	921,13	921,13	1	-1	1,6299999999999999	119,75	0,20999999999999999	1	1673000	0,29999999999999999
517123	2017	2	21	2017	3	21	C0640	293	14	CRC	922	12908	1	-1	22,690000000000001	1678,04	2,9500000000000002	1	2354,3899999999999	41400
517123	2017	2	21	2017	3	21	C0640	295	15	CRC	997	14955	1	-1	26,289999999999999	1944,1500000000001	3,4199999999999999	1	3731,3400000000001	65600
517468	2017	2	22	2017	3	22	C1471	295	1	CRC	996,84000000000003	996,84000000000003	1	-1	1,75	129,59	0,23000000000000001	1	2486000	0,42999999999999999
518626	2017	2	28	2017	3	28	C0856	293	3	CRC	921,13	2763,3899999999999	1	-1	4,8600000000000003	359,24000000000001	0,63	1	5703900	10000
511253	2017	1	23	2017	2	23	C0860	293	3	CRC	925	2775	1	-1	4,9500000000000002	360,75	0,64000000000000001	1	5805400	10400
511253	2017	1	23	2017	2	23	C0860	295	3	CRC	999	2997	1	-1	5,3499999999999996	389,61000000000001	0,69999999999999996	1	6655600	11900
519995	2017	3	6	2017	4	6	C3182	295	6	CRC	996,84000000000003	5981,04	1	-1	10,539999999999999	777,53999999999996	1,3700000000000001	1	1584,3199999999999	27900
520965	2017	3	10	2017	4	10	C0172	295	8	CRC	996,84000000000003	7974,7200000000003	1	-1	14,039999999999999	1036,71	1,8300000000000001	1	2112,4299999999998	37200
520233	2017	3	7	2017	5	6	C2465	295	6	CRC	946,99800000000005	5681,9899999999998	1	-1	10,01	738,65999999999997	1,3	1	1285,28	22600
520540	2017	3	8	2017	4	7	C3582	295	12	CRC	996,84000000000003	11962,08	1	-1	21,079999999999998	1555,0699999999999	2,73	1	3168,6500000000001	55800
520675	2017	3	9	2017	4	9	C2074	295	12	CRC	996,84000000000003	11962,08	1	-1	21,059999999999999	1555,0699999999999	2,7400000000000002	1	3168,6500000000001	55800
521781	2017	3	15	2017	5	15	C0369	293	3	CRC	921,13	2763,3899999999999	1	-1	4,8700000000000001	359,24000000000001	0,63	1	5692400	10000
507652	2017	1	4	2017	2	4	C1892	295	5	CRC	996,84000000000003	4984,1999999999998	1	-1	8,8800000000000008	647,95000000000005	1,1599999999999999	1	1326,7	23600
507671	2017	1	4	2017	1	4	C2884	295	5	CRC	996,84000000000003	4984,1999999999998	1	-1	8,8800000000000008	647,94000000000005	1,1599999999999999	1	1326,7	23600
508004	2017	1	5	2017	2	5	C3605	295	3	CRC	996,84000000000003	2990,52	1	-1	5,3300000000000001	388,76999999999998	0,68999999999999995	1	7960200	14200
523042	2017	3	21	2017	4	20	C1645	295	1	CRC	996,84000000000003	996,84000000000003	1	-1	1,77	129,59	0,23000000000000001	1	2486000	0,44
528299	2017	4	20	2017	5	20	C0627	293	6	CRC	921,13	5526,7799999999997	1	-1	9,7400000000000002	718,48000000000002	1,27	1	1230,0899999999999	21700
529835	2017	4	26	2017	5	26	C1337	293	1	CRC	764,53999999999996	764,53999999999996	1	-1	1,3400000000000001	99,390000000000001	0,17000000000000001	1	484200	8,0000000000000002E-2
535041	2017	5	17	2017	7	17	C0369	293	6	CRC	921,13	5526,7799999999997	1	-1	9,5500000000000007	718,48000000000002	1,24	1	1230,0899999999999	21300
537744	2017	5	27	2017	5	27	C0712	293	1	CRC	769,97260000000006	769,97000000000003	1	-1	1,3100000000000001	100,09999999999999	0,17000000000000001	1	538500	8,9999999999999997E-2
538911	2017	6	1	2017	7	1	C1577	293	6	CRC	769	4614	1	-1	8	599,82000000000005	1,04	1	3173100	0,55000000000000004
540548	2017	6	8	2017	7	8	C3826	293	1	CRC	769,97260000000006	769,97000000000003	1	-1	1,3400000000000001	100,09999999999999	0,17000000000000001	1	538500	0,10000000000000001
553453	2017	8	12	2017	9	12	C1337	293	1	CRC	921,13	921,13	1	-1	1,5900000000000001	119,75	0,20000000000000001	1	3061700	0,53000000000000003
553554	2017	8	12	2017	9	12	C0026	293	12	CRC	921,13	11053,559999999999	1	-1	19,09	1436,96	2,48	1	3674,02	63400
551519	2017	8	3	2017	8	3	C0881	293	12	CRC	925	11100	1	-1	19,25	1443	2,5	1	3720,46	64500
552076	2017	8	5	2017	9	5	C1422	295	6	CRC	998,10000000000002	5988,6000000000004	1	-1	10,369999999999999	778,51999999999998	1,3500000000000001	1	2293,8600000000001	39700
552531	2017	8	8	2017	9	8	C1337	295	1	CRC	996,84000000000003	996,84000000000003	1	-1	1,72	129,59	0,22	1	3810500	0,65000000000000002
555362	2017	8	23	2017	8	23	C2985	293	1	CRC	921,13	921,13	1	-1	1,6000000000000001	119,75	0,20999999999999999	1	3061700	0,53000000000000003
555362	2017	8	23	2017	8	23	C2985	295	1	CRC	996,84000000000003	996,84000000000003	1	-1	1,73	129,59	0,22	1	3810500	0,66000000000000003
557133	2017	8	31	2017	9	30	C2321	295	7	CRC	996,84000000000003	6977,8800000000001	1	-1	12,08	907,12	1,5700000000000001	1	2678,1300000000001	46300
557133	2017	8	31	2017	9	30	C2321	293	7	CRC	921,13	6447,9099999999999	1	-1	11,17	838,23000000000002	1,45	1	2143,1799999999998	37100
557149	2017	8	31	2017	9	30	C1422	295	6	CRC	996,29999999999995	5977,8000000000002	1	-1	10,35	777,11000000000001	1,3500000000000001	1	2292,3000000000002	39700
556295	2017	8	28	2017	9	28	C1337	293	1	CRC	921,13	921,13	1	-1	1,6000000000000001	119,75	0,20999999999999999	1	3061700	0,53000000000000003
558134	2017	9	6	2017	11	6	C0369	293	15	CRC	921,13	13816,950000000001	1	-1	23,829999999999998	1796,2	3,1000000000000001	1	4592,5200000000004	79200
558134	2017	9	6	2017	11	6	C0369	295	6	CRC	996,84000000000003	5981,04	1	-1	10,32	777,53999999999996	1,3400000000000001	1	2295,54	39600
558443	2017	9	6	2017	10	6	C3923	295	6	CRC	996,84000000000003	5981,04	1	-1	10,32	777,53999999999996	1,3400000000000001	1	2295,54	39600
558443	2017	9	6	2017	10	6	C3923	293	6	CRC	921,13	5526,7799999999997	1	-1	9,5299999999999994	718,48000000000002	1,24	1	1837,01	31700
560067	2017	9	14	2017	9	14	C0712	295	2	CRC	996,84000000000003	1993,6800000000001	1	-1	3,4399999999999999	259,18000000000001	0,45000000000000001	1	7651800	13200
563909	2017	10	4	2017	11	4	C1337	293	1	CRC	921,13	921,13	1	-1	1,6000000000000001	119,75	0,20999999999999999	1	3061700	0,53000000000000003
564107	2017	10	4	2017	12	4	C0369	293	25	CRC	921,13	23028,25	1	-1	40,020000000000003	2993,6700000000001	5,2000000000000002	1	7654,2200000000003	133000
566356	2017	10	13	2017	11	13	C2204	293	5	CRC	635	3175	1	-1	5,5199999999999996	412,75	0,71999999999999997	1	1001900	0,17000000000000001
566710	2017	10	17	2017	11	17	C1422	295	12	CRC	999	11988	1	-1	20,890000000000001	1558,4400000000001	2,7200000000000002	1	4617	80400
568292	2017	10	24	2017	10	24	C3920	295	6	CRC	999	5994	1	-1	10,460000000000001	779,22000000000003	1,3600000000000001	1	2308,5	40300
567700	2017	10	20	2017	10	20	C0712	295	1	CRC	996,84000000000003	996,84000000000003	1	-1	1,74	129,59	0,23000000000000001	1	3825900	0,67000000000000004
569661	2017	10	30	2017	11	30	C1337	293	2	CRC	921,13	1842,26	1	-1	3,2200000000000002	239,49000000000001	0,41999999999999998	1	6123400	10700
572399	2017	11	10	2017	12	10	C3995	295	2	CRC	996,84000000000003	1993,6800000000001	1	-1	3,4900000000000002	259,18000000000001	0,45000000000000001	1	7651800	13400
572906	2017	11	13	2017	12	13	C0327	293	6	CRC	694,99260000000004	4169,96	1	-1	7,29	542,09000000000003	0,94999999999999996	1	4801900	0,83999999999999997
572906	2017	11	13	2017	12	13	C0327	295	6	CRC	694,99680000000001	4169,9799999999996	1	-1	7,29	542,10000000000002	0,94999999999999996	1	4844800	0,84999999999999998
572929	2017	11	13	2018	1	13	C1838	295	24	CRC	695	16680	1	-1	29,16	2168,4000000000001	3,7999999999999998	1	1938	33900
571133	2017	11	6	2017	12	6	C4001	293	6	CRC	921,13	5526,7799999999997	1	-1	9,6699999999999999	718,48000000000002	1,26	1	1837,01	32200
573495	2017	11	15	2017	12	15	C1505	295	10	CRC	694,99680000000001	6949,9700000000003	1	-1	12,17	903,5	1,5800000000000001	1	8074700	14100
573495	2017	11	15	2017	12	15	C1505	293	10	CRC	694,99260000000004	6949,9300000000003	1	-1	12,17	903,49000000000001	1,5800000000000001	1	8003200	14000
573532	2017	11	15	2017	11	15	C0712	293	1	CRC	694,99260000000004	694,99000000000001	1	-1	1,22	90,349999999999994	0,16	1	800300	0,14000000000000001
573547	2017	11	15	2017	12	15	C3648	293	10	CRC	694,99260000000004	6949,9300000000003	1	-1	12,17	903,49000000000001	1,5800000000000001	1	8003200	14000
573605	2017	11	15	2017	12	15	C0050	293	6	CRC	694,99260000000004	4169,96	1	-1	7,2999999999999998	542,09000000000003	0,94999999999999996	1	4801900	0,83999999999999997
573662	2017	11	15	2017	12	15	C1088	293	4	CRC	694,99260000000004	2779,9699999999998	1	-1	4,8700000000000001	361,39999999999998	0,63	1	3201300	0,56000000000000005
573669	2017	11	15	2017	12	15	C0368	293	6	CRC	694,99260000000004	4169,96	1	-1	7,2999999999999998	542,09000000000003	0,94999999999999996	1	4801900	0,83999999999999997
562021	2017	9	26	2017	10	26	C1422	295	12	CRC	996,29999999999995	11955,6	1	-1	20,719999999999999	1554,23	2,6899999999999999	1	4584,6000000000004	79500
562129	2017	9	26	2017	9	26	C0712	293	4	CRC	921,13	3684,52	1	-1	6,3799999999999999	478,99000000000001	0,82999999999999996	1	1224,6800000000001	21200
562129	2017	9	26	2017	9	26	C0712	295	1	CRC	996,84000000000003	996,84000000000003	1	-1	1,73	129,59	0,22	1	3825900	0,67000000000000004
576733	2017	11	29	2017	12	29	C1752	293	2	CRC	695	1390	1	-1	2,4500000000000002	180,69999999999999	0,32000000000000001	1	1600800	0,28999999999999998
577023	2017	11	30	2017	12	30	C1861	293	12	CRC	694,99260000000004	8339,9099999999999	1	-1	14,67	1084,1900000000001	1,8999999999999999	1	9603800	16900
577023	2017	11	30	2017	12	30	C1861	295	12	CRC	694,99680000000001	8339,9599999999991	1	-1	14,67	1084,1900000000001	1,9099999999999999	1	9689600	17100
578000	2017	12	5	2018	1	5	C0668	293	10	CRC	694,99260000000004	6949,9300000000003	1	-1	12,23	903,49000000000001	1,5900000000000001	1	8003200	14100
578000	2017	12	5	2018	1	5	C0668	295	6	CRC	694,99680000000001	4169,9799999999996	1	-1	7,3399999999999999	542,10000000000002	0,94999999999999996	1	4844800	0,85999999999999999
578251	2017	12	6	2018	1	6	C0989	295	12	CRC	694,99680000000001	8339,9599999999991	1	-1	14,67	1084,1900000000001	1,9099999999999999	1	9689600	17100
578251	2017	12	6	2018	1	6	C0989	293	12	CRC	694,99260000000004	8339,9099999999999	1	-1	14,67	1084,1900000000001	1,9099999999999999	1	9603700	16900
578562	2017	12	7	2017	12	7	C0712	293	3	CRC	694,99260000000004	2084,98	1	-1	3,6699999999999999	271,05000000000001	0,47999999999999998	1	2401000	0,42999999999999999
578982	2017	12	8	2017	12	8	C3169	293	5	CRC	694,99260000000004	3474,96	1	-1	6,1100000000000003	451,74000000000001	0,79000000000000004	1	4001500	0,69999999999999996
579264	2017	12	11	2018	1	11	C0948	293	12	CRC	694,99260000000004	8339,9099999999999	1	-1	14,66	1084,1900000000001	1,9099999999999999	1	9603800	16900
579264	2017	12	11	2018	1	11	C0948	295	12	CRC	694,99680000000001	8339,9599999999991	1	-1	14,66	1084,1900000000001	1,9099999999999999	1	9689600	17100
579339	2017	12	11	2017	12	11	C3212	293	1	CRC	918,64999999999998	918,64999999999998	1	-1	1,6100000000000001	119,42	0,20999999999999999	1	3036900	0,53000000000000003
579639	2017	12	13	2018	1	13	C0569	295	6	CRC	694,99680000000001	4169,9799999999996	1	-1	7,3300000000000001	542,10000000000002	0,94999999999999996	1	4844800	0,84999999999999998
579639	2017	12	13	2018	1	13	C0569	293	6	CRC	694,99260000000004	4169,96	1	-1	7,3300000000000001	542,09000000000003	0,94999999999999996	1	4801900	0,83999999999999997
579644	2017	12	13	2018	1	13	C1275	295	6	CRC	694,99680000000001	4169,9799999999996	1	-1	7,3300000000000001	542,10000000000002	0,94999999999999996	1	4844800	0,84999999999999998
579644	2017	12	13	2018	1	13	C1275	293	6	CRC	694,99260000000004	4169,96	1	-1	7,3300000000000001	542,09000000000003	0,94999999999999996	1	4801900	0,83999999999999997
579784	2017	12	14	2018	1	14	C2318	293	15	CRC	694,99260000000004	10424,889999999999	1	-1	18,329999999999998	1355,24	2,3799999999999999	1	1200,47	21100
579784	2017	12	14	2018	1	14	C2318	295	15	CRC	694,99680000000001	10424,950000000001	1	-1	18,329999999999998	1355,24	2,3799999999999999	1	1211,2	21300
573738	2017	11	16	2017	12	16	C2138	293	2	CRC	695	1390	1	-1	2,4300000000000002	180,69999999999999	0,32000000000000001	1	1600800	0,28000000000000003
573782	2017	11	16	2017	12	16	C1337	295	1	CRC	694,99680000000001	695	1	-1	1,22	90,349999999999994	0,16	1	807500	0,14000000000000001
573849	2017	11	16	2017	12	16	C0401	295	6	CRC	694,99680000000001	4169,9799999999996	1	-1	7,2999999999999998	542,10000000000002	0,94999999999999996	1	4844800	0,83999999999999997
573849	2017	11	16	2017	12	16	C0401	293	6	CRC	694,99260000000004	4169,96	1	-1	7,2999999999999998	542,09000000000003	0,94999999999999996	1	4801900	0,83999999999999997
574057	2017	11	17	2017	12	17	C0864	293	6	CRC	694,99260000000004	4169,96	1	-1	7,3200000000000003	542,09000000000003	0,94999999999999996	1	4801900	0,83999999999999997
574057	2017	11	17	2017	12	17	C0864	295	4	CRC	694,99680000000001	2779,9899999999998	1	-1	4,8799999999999999	361,39999999999998	0,63	1	3229900	0,56999999999999995
575189	2017	11	23	2017	12	23	C0662	295	8	CRC	694,99680000000001	5559,9700000000003	1	-1	9,7799999999999994	722,79999999999995	1,27	1	6459700	11300
575189	2017	11	23	2017	12	23	C0662	293	12	CRC	694,99260000000004	8339,9099999999999	1	-1	14,67	1084,1900000000001	1,9099999999999999	1	9603800	16900
575734	2017	11	24	2017	12	24	C1337	295	1	CRC	694,99680000000001	695	1	-1	1,22	90,349999999999994	0,16	1	807500	0,14000000000000001
576236	2017	11	27	2017	12	27	C0668	293	10	CRC	694,99260000000004	6949,9300000000003	1	-1	12,23	903,49000000000001	1,5900000000000001	1	8003200	14000
580254	2017	12	14	2018	1	14	C0084	295	4	CRC	695	2780	1	-1	4,8899999999999997	361,39999999999998	0,64000000000000001	1	3230000	0,56999999999999995
582803	2018	1	4	2018	2	4	C1275	293	6	CRC	921,13	5526,7799999999997	1	-1	9,6600000000000001	718,48000000000002	1,26	1	1837,01	32100
582803	2018	1	4	2018	2	4	C1275	295	6	CRC	996,84000000000003	5981,04	1	-1	10,449999999999999	777,53999999999996	1,3600000000000001	1	2295,54	40100
582921	2018	1	5	2018	1	5	C3212	293	1	CRC	918,64999999999998	918,64999999999998	1	-1	1,6000000000000001	119,42	0,20999999999999999	1	3036900	0,53000000000000003
582996	2018	1	5	2018	3	5	C1622	295	12	CRC	996,84000000000003	11962,08	1	-1	20,879999999999999	1555,0699999999999	2,71	1	4591,0799999999999	80200
525386	2017	4	1	2017	5	1	C3199	289	1	CRC	64410,040000000001	64410,040000000001	1	-1	113,53	8373,3099999999995	14,76	1	16103,440000000001	283900
529698	2017	4	26	2017	5	26	C2026	290	1	CRC	30192,189999999999	30192,189999999999	1	-1	53,109999999999999	3924,98	6,9000000000000004	1	7548,4899999999998	132800
582996	2018	1	5	2018	3	5	C1622	293	12	CRC	921,13	11053,559999999999	1	-1	19,289999999999999	1436,96	2,5099999999999998	1	3674,02	64100
580721	2017	12	18	2017	12	18	C0712	293	3	CRC	694,99260000000004	2084,98	1	-1	3,6699999999999999	271,05000000000001	0,47999999999999998	1	2401000	0,41999999999999998
580721	2017	12	18	2017	12	18	C0712	295	2	CRC	694,99680000000001	1389,99	1	-1	2,4500000000000002	180,69999999999999	0,32000000000000001	1	1614900	0,28999999999999998
580722	2017	12	18	2017	12	18	C0712	293	2	CRC	694,99260000000004	1389,99	1	-1	2,4500000000000002	180,69999999999999	0,32000000000000001	1	1600700	0,28999999999999998
580773	2017	12	18	2018	1	18	C3371	295	8	CRC	694,99680000000001	5559,9700000000003	1	-1	9,7799999999999994	722,79999999999995	1,27	1	6459700	11300
580773	2017	12	18	2018	1	18	C3371	293	8	CRC	694,99260000000004	5559,9399999999996	1	-1	9,7799999999999994	722,78999999999996	1,27	1	6402500	11200
582045	2017	12	22	2017	12	22	C2985	293	3	CRC	695	2085	1	-1	3,6499999999999999	271,05000000000001	0,47999999999999998	1	2401200	0,41999999999999998
582056	2017	12	22	2017	12	22	C0712	295	2	CRC	694,99680000000001	1389,99	1	-1	2,4399999999999999	180,69999999999999	0,32000000000000001	1	1614900	0,28999999999999998
582056	2017	12	22	2017	12	22	C0712	295	2	CRC	694,99680000000001	1389,99	1	-1	2,4399999999999999	180,69999999999999	0,31	1	1614900	0,28999999999999998
582066	2017	12	22	2017	12	22	C0712	293	1	CRC	694,99260000000004	694,99000000000001	1	-1	1,22	90,349999999999994	0,16	1	800300	0,14000000000000001
582242	2017	12	22	2018	1	22	C0627	293	6	CRC	694,99260000000004	4169,96	1	-1	7,3099999999999996	542,09000000000003	0,94999999999999996	1	4801900	0,84999999999999998
582253	2017	12	22	2018	1	22	C0368	295	3	CRC	694,99680000000001	2084,9899999999998	1	-1	3,6499999999999999	271,05000000000001	0,47999999999999998	1	2422400	0,41999999999999998
582299	2018	1	2	2018	2	2	C0026	295	12	CRC	996,84000000000003	11962,08	1	-1	20,890000000000001	1555,0699999999999	2,7200000000000002	1	4591,0799999999999	80200
584222	2018	1	10	2018	2	10	C1057	295	1	CRC	996,84000000000003	996,84000000000003	1	-1	1,74	129,59	0,23000000000000001	1	3825900	0,67000000000000004
584245	2018	1	10	2018	2	10	C0569	293	4	CRC	921,13	3684,52	1	-1	6,4299999999999997	478,99000000000001	0,83999999999999997	1	1224,6700000000001	21400
584497	2018	1	11	2018	2	11	C0864	295	8	CRC	996,84000000000003	7974,7200000000003	1	-1	13,92	1036,71	1,8100000000000001	1	3060,7199999999998	53400
584497	2018	1	11	2018	2	11	C0864	293	4	CRC	921,13	3684,52	1	-1	6,4299999999999997	478,99000000000001	0,83999999999999997	1	1224,6800000000001	21400
585018	2018	1	15	2018	1	15	C0712	293	4	CRC	921,13	3684,52	1	-1	6,4400000000000004	478,99000000000001	0,83999999999999997	1	1224,6700000000001	21400
585279	2018	1	16	2018	2	16	C1782	293	6	CRC	695	4170	1	-1	7,2999999999999998	542,10000000000002	0,94999999999999996	1	4802300	0,83999999999999997
585279	2018	1	16	2018	2	16	C1782	295	6	CRC	695	4170	1	-1	7,2999999999999998	542,10000000000002	0,94999999999999996	1	4845000	0,84999999999999998
572929	2017	11	13	2018	1	13	C1838	293	24	CRC	695	16680	1	-1	29,16	2168,4000000000001	3,79	1	1920,9300000000001	33600
573111	2017	11	14	2017	12	14	C1191	293	48	CRC	716	34368	1	-1	60,100000000000001	4467,8400000000001	7,8200000000000003	1	4849,8599999999997	84800
573111	2017	11	14	2017	12	14	C1191	295	48	CRC	716	34368	1	-1	60,100000000000001	4467,8400000000001	7,8099999999999996	1	4884	85400
573302	2017	11	14	2017	12	14	C3265	293	4	CRC	694,99260000000004	2779,9699999999998	1	-1	4,8600000000000003	361,39999999999998	0,63	1	3201300	0,56000000000000005
573404	2017	11	15	2018	1	15	C0369	293	12	CRC	695	8340	1	-1	14,6	1084,2	1,8999999999999999	1	9604700	16800
574171	2017	11	17	2018	1	1	C0470	295	6	CRC	694,99680000000001	4169,9799999999996	1	-1	7,3200000000000003	542,10000000000002	0,94999999999999996	1	4844800	0,84999999999999998
574171	2017	11	17	2018	1	1	C0470	293	6	CRC	694,99260000000004	4169,96	1	-1	7,3200000000000003	542,09000000000003	0,94999999999999996	1	4801900	0,83999999999999997
574602	2017	11	20	2017	12	20	C0668	293	6	CRC	694,99260000000004	4169,96	1	-1	7,3200000000000003	542,09000000000003	0,94999999999999996	1	4801900	0,83999999999999997
574602	2017	11	20	2017	12	20	C0668	295	6	CRC	694,99680000000001	4169,9799999999996	1	-1	7,3200000000000003	542,10000000000002	0,94999999999999996	1	4844800	0,84999999999999998
574671	2017	11	20	2017	12	20	C0584	293	20	CRC	694,99260000000004	13899,85	1	-1	24,41	1806,98	3,1699999999999999	1	1600,6300000000001	28100
574671	2017	11	20	2017	12	20	C0584	295	20	CRC	694,99680000000001	13899,940000000001	1	-1	24,41	1806,99	3,1699999999999999	1	1614,9400000000001	28400
575043	2017	11	21	2017	12	21	C1837	293	6	CRC	694,99260000000004	4169,96	1	-1	7,3300000000000001	542,09000000000003	0,94999999999999996	1	4801900	0,83999999999999997
575066	2017	11	22	2017	11	22	C1450	295	4	CRC	695	2780	1	-1	4,8899999999999997	361,39999999999998	0,64000000000000001	1	3230000	0,56999999999999995
575066	2017	11	22	2017	11	22	C1450	293	4	CRC	695	2780	1	-1	4,8899999999999997	361,39999999999998	0,64000000000000001	1	3201600	0,56000000000000005
560954	2017	9	20	2017	11	20	C0369	293	12	CRC	921,13	11053,559999999999	1	-1	19,09	1436,96	2,48	1	3674,0300000000002	63400
561162	2017	9	21	2017	10	21	C1337	293	12	CRC	921,13	11053,559999999999	1	-1	19,109999999999999	1436,96	2,48	1	3674,0300000000002	63500
561464	2017	9	22	2017	10	22	C1337	295	1	CRC	996,84000000000003	996,84000000000003	1	-1	1,72	129,59	0,22	1	3825900	0,66000000000000003
586565	2018	1	23	2018	2	23	C1337	295	1	CRC	996,84000000000003	996,84000000000003	1	-1	1,74	129,59	0,23000000000000001	1	3825900	0,67000000000000004
586609	2018	1	23	2018	2	23	C2541	293	6	CRC	875,07349999999997	5250,4399999999996	1	-1	9,1799999999999997	682,55999999999995	1,1899999999999999	1	1560,6700000000001	27300
586609	2018	1	23	2018	2	23	C2541	295	6	CRC	946,99800000000005	5681,9899999999998	1	-1	9,9399999999999995	738,65999999999997	1,29	1	1996,49	35000
583643	2018	1	8	2018	2	8	C1069	295	3	CRC	996,84000000000003	2990,52	1	-1	5,2800000000000002	388,76999999999998	0,68999999999999995	1	1147,77	20300
583643	2018	1	8	2018	2	8	C1069	293	3	CRC	921,13	2763,3899999999999	1	-1	4,8799999999999999	359,24000000000001	0,63	1	9185100	16200
583846	2018	1	9	2018	2	9	C2022	293	1	CRC	921,13	921,13	1	-1	1,6100000000000001	119,75	0,20999999999999999	1	3061700	0,54000000000000004
583846	2018	1	9	2018	2	9	C2022	295	1	CRC	996,84000000000003	996,84000000000003	1	-1	1,74	129,59	0,23000000000000001	1	3825900	0,67000000000000004
584002	2018	1	9	2018	2	9	C3834	295	3	CRC	996,84000000000003	2990,52	1	-1	5,2199999999999998	388,76999999999998	0,68000000000000005	1	1147,77	20000
584151	2018	1	10	2018	3	10	C0369	293	12	CRC	921,13	11053,559999999999	1	-1	19,300000000000001	1436,96	2,5099999999999998	1	3674,02	64200
584222	2018	1	10	2018	2	10	C1057	293	1	CRC	921,13	921,13	1	-1	1,6100000000000001	119,75	0,20999999999999999	1	3061700	0,54000000000000004
587065	2018	1	24	2018	2	24	C0549	295	2	CRC	996,84000000000003	1993,6800000000001	1	-1	3,4900000000000002	259,18000000000001	0,45000000000000001	1	7651800	13400
586882	2018	1	24	2018	1	24	C0712	295	6	CRC	996,84000000000003	5981,04	1	-1	10,460000000000001	777,53999999999996	1,3600000000000001	1	2295,54	40200
586882	2018	1	24	2018	1	24	C0712	293	6	CRC	921,13	5526,7799999999997	1	-1	9,6600000000000001	718,48000000000002	1,26	1	1837,01	32100
590804	2018	2	12	2018	2	12	C4035	295	2	CRC	996,84000000000003	1993,6800000000001	1	-1	3,46	259,18000000000001	0,45000000000000001	1	7651800	13300
590927	2018	2	13	2018	2	13	C0712	295	3	CRC	996,84000000000003	2990,52	1	-1	5,2000000000000002	388,76999999999998	0,68000000000000005	1	1147,77	19900
590083	2018	2	8	2018	3	8	C1826	295	12	CRC	996,84000000000003	11962,08	1	-1	20,719999999999999	1555,0699999999999	2,6899999999999999	1	4591,0799999999999	79500
590083	2018	2	8	2018	3	8	C1826	293	11	CRC	921,13	10132,43	1	-1	17,550000000000001	1317,22	2,2799999999999998	1	3367,8600000000001	58300
590088	2018	2	8	2018	3	8	C3719	293	10	CRC	921,13	9211,2999999999993	1	-1	15,949999999999999	1197,47	2,0699999999999998	1	3061,6900000000001	53000
590088	2018	2	8	2018	3	8	C3719	295	10	CRC	996,84000000000003	9968,3999999999996	1	-1	17,27	1295,8900000000001	2,25	1	3825,9000000000001	66300
593568	2018	2	24	2018	2	24	C0712	295	2	CRC	996,84000000000003	1993,6800000000001	1	-1	3,48	259,18000000000001	0,46000000000000002	1	7651800	13300
